Id;StartingWallTime;Texec;expectedH;realH;neededMessages;processedMessages
0;2023-01-31T16:39:34.705867316;189.648986;25;25;390;405
1;2023-01-31T16:39:34.996338020;79.744512;25;25;390;405
2;2023-01-31T16:39:35.176332430;154.304473;25;25;390;405
3;2023-01-31T16:39:35.431023892;164.413219;25;25;390;405
4;2023-01-31T16:39:35.695611469;74.496755;25;25;390;405
5;2023-01-31T16:39:35.870306501;55.485515;25;25;390;405
6;2023-01-31T16:39:36.025970691;63.287709;25;25;390;405
7;2023-01-31T16:39:36.189487372;118.174963;25;25;390;405
8;2023-01-31T16:39:36.408295071;228.606393;25;25;390;405
9;2023-01-31T16:39:36.737355992;285.934521;25;25;390;405
10;2023-01-31T16:39:37.123819426;169.603682;25;25;390;405
11;2023-01-31T16:39:37.393689776;77.622383;25;25;390;405
12;2023-01-31T16:39:37.571500783;56.917145;25;25;390;405
13;2023-01-31T16:39:37.728575679;74.114706;25;25;390;405
14;2023-01-31T16:39:37.902905019;42.528163;25;25;390;405
15;2023-01-31T16:39:38.045596310;46.256717;25;25;390;405
16;2023-01-31T16:39:38.192137338;56.254345;25;25;390;405
17;2023-01-31T16:39:38.348612823;32.388965;25;25;390;405
18;2023-01-31T16:39:38.481147226;44.866604;25;25;390;405
19;2023-01-31T16:39:38.626272967;36.897387;25;25;390;405
20;2023-01-31T16:39:38.763358301;30.77214;25;25;390;405
21;2023-01-31T16:39:38.894275226;27.486419;25;25;390;405
22;2023-01-31T16:39:39.021917529;25.031361;25;25;390;405
23;2023-01-31T16:39:39.147114849;25.543451;25;25;390;405
24;2023-01-31T16:39:39.272829181;26.534175;25;25;390;405
25;2023-01-31T16:39:39.399548206;25.689691;25;25;390;405
26;2023-01-31T16:39:39.525407473;25.839581;25;25;390;405
27;2023-01-31T16:39:39.651406381;25.435736;25;25;390;405
28;2023-01-31T16:39:39.777004785;26.458994;25;25;390;405
29;2023-01-31T16:39:39.903633682;89.059714;25;25;390;405
30;2023-01-31T16:39:40.092869884;175.839414;25;25;390;405
31;2023-01-31T16:39:40.368888432;48.611408;25;25;390;405
32;2023-01-31T16:39:40.517661974;26.221138;25;25;390;405
33;2023-01-31T16:39:40.644055173;25.360922;25;25;390;405
34;2023-01-31T16:39:40.769596559;40.527418;25;25;390;405
35;2023-01-31T16:39:40.910277010;25.676587;25;25;390;405
36;2023-01-31T16:39:41.036132165;28.700985;25;25;390;405
37;2023-01-31T16:39:41.165028182;24.339413;25;25;390;405
38;2023-01-31T16:39:41.289535852;26.21973;25;25;390;405
39;2023-01-31T16:39:41.415909140;26.056008;25;25;390;405
