Id;StartingWallTime;Texec;expectedH;realH;neededMessages;processedMessages
0;2023-01-31T16:38:11.981456370;52.181306;24;24;175;182
1;2023-01-31T16:38:12.134027221;27.523076;24;24;175;182
2;2023-01-31T16:38:12.261754032;26.122169;24;24;175;182
3;2023-01-31T16:38:12.388046937;19.368251;24;24;175;182
4;2023-01-31T16:38:12.507552168;19.754286;24;24;175;182
5;2023-01-31T16:38:12.627447255;24.841995;24;24;175;182
6;2023-01-31T16:38:12.752443464;19.996229;24;24;175;182
7;2023-01-31T16:38:12.872582595;30.123734;24;24;175;182
8;2023-01-31T16:38:13.002996413;21.336025;24;24;175;182
9;2023-01-31T16:38:13.124519235;22.928967;24;24;175;182
10;2023-01-31T16:38:13.247590579;17.228788;24;24;175;182
11;2023-01-31T16:38:13.365006427;13.718249;24;24;175;182
12;2023-01-31T16:38:13.478879684;13.148478;24;24;175;182
13;2023-01-31T16:38:13.592181810;13.634099;24;24;175;182
14;2023-01-31T16:38:13.705957384;14.306218;24;24;175;182
15;2023-01-31T16:38:13.820423118;16.514494;24;24;175;182
16;2023-01-31T16:38:13.937120341;19.648964;24;24;175;182
17;2023-01-31T16:38:14.056949785;14.643938;24;24;175;182
18;2023-01-31T16:38:14.171873673;20.698093;24;24;175;182
19;2023-01-31T16:38:14.292787050;14.637847;24;24;175;182
20;2023-01-31T16:38:14.407602848;13.832545;24;24;175;182
21;2023-01-31T16:38:14.521590379;11.702928;24;24;175;182
22;2023-01-31T16:38:14.633437984;11.768082;24;24;175;182
23;2023-01-31T16:38:14.745351883;12.098431;24;24;175;182
24;2023-01-31T16:38:14.857603295;12.177063;24;24;175;182
25;2023-01-31T16:38:14.969927093;15.735874;24;24;175;182
26;2023-01-31T16:38:15.085813602;11.739427;24;24;175;182
27;2023-01-31T16:38:15.197716139;12.003892;24;24;175;182
28;2023-01-31T16:38:15.310737770;16.708673;24;24;175;182
29;2023-01-31T16:38:15.427587086;12.823356;24;24;175;182
30;2023-01-31T16:38:15.540573780;11.61229;24;24;175;182
31;2023-01-31T16:38:15.652352464;12.076402;24;24;175;182
32;2023-01-31T16:38:15.764607775;12.129491;24;24;175;182
33;2023-01-31T16:38:15.876885401;12.530715;24;24;175;182
34;2023-01-31T16:38:15.989567614;11.605784;24;24;175;182
35;2023-01-31T16:38:16.101325023;13.610338;24;24;175;182
36;2023-01-31T16:38:16.215161386;15.435537;24;24;175;182
