Id;Texec;expectedH;realH;neededMessages
0;1889.141418;11;11;756;819;
1;1586.728172;11;11;756;819;
2;695.68564;11;11;756;819;
3;2297.963115;11;11;756;819;
4;2604.491858;11;11;756;819;
5;1027.009167;11;11;756;819;
6;1397.193616;11;11;756;819;
7;908.084534;11;11;756;819;
8;456.104751;11;11;756;819;
9;435.777176;11;11;756;819;
10;410.510628;11;11;756;819;
11;390.781429;11;11;756;819;
12;388.799082;11;11;756;819;
13;378.338776;11;11;756;819;
14;379.588076;11;11;756;819;
15;401.264695;11;11;756;819;
16;392.75653;11;11;756;819;
17;396.31836;11;11;756;819;
18;413.868404;11;11;756;819;
19;424.219877;11;11;756;819;
20;390.751189;11;11;756;819;
21;403.628192;11;11;756;819;
22;396.828638;11;11;756;819;
23;397.424112;11;11;756;819;
24;385.281122;11;11;756;819;
25;405.473552;11;11;756;819;
26;392.142805;11;11;756;819;
27;391.483436;11;11;756;819;
28;443.25836;11;11;756;819;
29;466.715749;11;11;756;819;
30;478.752733;11;11;756;819;
31;512.399859;11;11;756;819;
32;543.281047;11;11;756;819;
33;525.000288;11;11;756;819;
34;430.837541;11;11;756;819;
35;370.391092;11;11;756;819;
36;604.954291;11;11;756;819;
37;476.413056;11;11;756;819;
38;423.766953;11;11;756;819;
39;364.519456;11;11;756;819;
40;357.274865;11;11;756;819;
41;371.001453;11;11;756;819;
42;361.780735;11;11;756;819;
43;343.976971;11;11;756;819;
44;355.26714;11;11;756;819;
45;357.424898;11;11;756;819;
46;381.386378;11;11;756;819;
47;358.720653;11;11;756;819;
48;369.921222;11;11;756;819;
49;360.978657;11;11;756;819;
50;363.495532;11;11;756;819;
51;354.691639;11;11;756;819;
52;359.130908;11;11;756;819;
53;378.455343;11;11;756;819;
54;345.891423;11;11;756;819;
55;352.89405;11;11;756;819;
56;405.138356;11;11;756;819;
57;356.791595;11;11;756;819;
58;361.289077;11;11;756;819;
59;377.306639;11;11;756;819;
60;401.528844;11;11;756;819;
61;376.249839;11;11;756;819;
62;387.413027;11;11;756;819;
63;363.802063;11;11;756;819;
64;401.683277;11;11;756;819;
65;384.305379;11;11;756;819;
66;435.36311;11;11;756;819;
67;424.551533;11;11;756;819;
68;397.365402;11;11;756;819;
69;474.981814;11;11;756;819;
70;482.609229;11;11;756;819;
71;423.00795;11;11;756;819;
72;600.909799;11;11;756;819;
73;605.373668;11;11;756;819;
74;554.97358;11;11;756;819;
75;464.395713;11;11;756;819;
76;438.562295;11;11;756;819;
77;420.926738;11;11;756;819;
78;378.215043;11;11;756;819;
79;355.983343;11;11;756;819;
80;382.081064;11;11;756;819;
81;365.216211;11;11;756;819;
82;463.998029;11;11;756;819;
83;387.833405;11;11;756;819;
84;376.149462;11;11;756;819;
85;376.113902;11;11;756;819;
86;375.984563;11;11;756;819;
87;362.101155;11;11;756;819;
88;365.911852;11;11;756;819;
89;363.41621;11;11;756;819;
90;363.326904;11;11;756;819;
91;367.379262;11;11;756;819;
92;373.94838;11;11;756;819;
93;358.24806;11;11;756;819;
94;368.95776;11;11;756;819;
95;361.97678;11;11;756;819;
96;356.124011;11;11;756;819;
97;362.982951;11;11;756;819;
98;349.483443;11;11;756;819;
99;381.619948;11;11;756;819;
100;352.703159;11;11;756;819;
101;365.036354;11;11;756;819;
102;371.435303;11;11;756;819;
103;355.130625;11;11;756;819;
104;358.451571;11;11;756;819;
105;358.032714;11;11;756;819;
106;375.970968;11;11;756;819;
107;352.386074;11;11;756;819;
108;348.129854;11;11;756;819;
109;361.549539;11;11;756;819;
110;375.057574;11;11;756;819;
111;383.396525;11;11;756;819;
112;373.180913;11;11;756;819;
113;357.294174;11;11;756;819;
114;376.203793;11;11;756;819;
115;351.587206;11;11;756;819;
116;369.721814;11;11;756;819;
117;369.664664;11;11;756;819;
118;382.107611;11;11;756;819;
119;388.49113;11;11;756;819;
120;409.667483;11;11;756;819;
121;457.830594;11;11;756;819;
122;452.643934;11;11;756;819;
123;441.756706;11;11;756;819;
124;430.187374;11;11;756;819;
125;537.072722;11;11;756;819;
126;505.592473;11;11;756;819;
127;521.397265;11;11;756;819;
128;513.352377;11;11;756;819;
129;414.645674;11;11;756;819;
130;612.796872;11;11;756;819;
131;488.12716;11;11;756;819;
132;408.790483;11;11;756;819;
133;366.814757;11;11;756;819;
134;360.699975;11;11;756;819;
135;368.803825;11;11;756;819;
136;392.440789;11;11;756;819;
137;434.95051;11;11;756;819;
138;367.767382;11;11;756;819;
139;352.390049;11;11;756;819;
140;363.112017;11;11;756;819;
141;353.097064;11;11;756;819;
142;351.561471;11;11;756;819;
143;365.74264;11;11;756;819;
144;338.556809;11;11;756;819;
145;352.224369;11;11;756;819;
146;342.678947;11;11;756;819;
147;335.696519;11;11;756;819;
148;343.287907;11;11;756;819;
149;353.534873;11;11;756;819;
150;341.581524;11;11;756;819;
151;354.188606;11;11;756;819;
152;345.40932;11;11;756;819;
153;343.418098;11;11;756;819;
154;359.954793;11;11;756;819;
155;334.375329;11;11;756;819;
156;359.616653;11;11;756;819;
157;345.059379;11;11;756;819;
158;353.46359;11;11;756;819;
159;351.848836;11;11;756;819;
160;345.311456;11;11;756;819;
161;365.047284;11;11;756;819;
162;337.313657;11;11;756;819;
163;339.976489;11;11;756;819;
164;397.49831;11;11;756;819;
165;364.888593;11;11;756;819;
166;358.322733;11;11;756;819;
167;337.297542;11;11;756;819;
168;403.203899;11;11;756;819;
169;384.982328;11;11;756;819;
170;342.777322;11;11;756;819;
171;384.67804;11;11;756;819;
172;383.812956;11;11;756;819;
173;355.884558;11;11;756;819;
174;374.998201;11;11;756;819;
175;361.424393;11;11;756;819;
176;443.238084;11;11;756;819;
177;441.539505;11;11;756;819;
178;608.193703;11;11;756;819;
179;501.989302;11;11;756;819;
180;350.0311;11;11;756;819;
181;409.258414;11;11;756;819;
182;504.254416;11;11;756;819;
183;346.66559;11;11;756;819;
184;385.260649;11;11;756;819;
185;430.143494;11;11;756;819;
186;428.237989;11;11;756;819;
187;367.730976;11;11;756;819;
