Id;StartingWallTime;Texec;expectedH;realH;neededMessages;processedMessages
0;2023-01-31T16:27:17.065761600;165.435957;21;21;264;345
1;2023-01-31T16:27:17.332200754;82.724851;21;21;264;345
2;2023-01-31T16:27:17.515069599;98.29238;21;21;264;345
3;2023-01-31T16:27:17.713603535;143.006449;21;21;264;345
4;2023-01-31T16:27:17.956973410;101.435033;21;21;264;345
5;2023-01-31T16:27:18.158664639;58.709897;21;21;264;345
6;2023-01-31T16:27:18.317502118;39.620262;21;21;264;345
7;2023-01-31T16:27:18.457272755;51.252429;21;21;264;345
8;2023-01-31T16:27:18.608750156;80.466164;21;21;264;345
9;2023-01-31T16:27:18.789455167;172.75237;21;21;264;345
10;2023-01-31T16:27:19.065087520;185.722481;21;21;264;345
11;2023-01-31T16:27:19.350173125;133.398369;21;21;264;345
12;2023-01-31T16:27:19.583933958;70.326483;21;21;264;345
13;2023-01-31T16:27:19.754582523;54.494121;21;21;264;345
14;2023-01-31T16:27:19.909235184;37.505213;21;21;264;345
15;2023-01-31T16:27:20.046898192;40.632931;21;21;264;345
16;2023-01-31T16:27:20.187737371;37.488583;21;21;264;345
17;2023-01-31T16:27:20.325392490;32.367762;21;21;264;345
18;2023-01-31T16:27:20.457954377;70.957102;21;21;264;345
19;2023-01-31T16:27:20.629283488;36.077213;21;21;264;345
20;2023-01-31T16:27:20.765524822;23.280813;21;21;264;345
21;2023-01-31T16:27:20.888958093;25.035907;21;21;264;345
22;2023-01-31T16:27:21.014217837;25.209688;21;21;264;345
23;2023-01-31T16:27:21.139603148;24.382132;21;21;264;345
24;2023-01-31T16:27:21.264131181;22.171314;21;21;264;345
25;2023-01-31T16:27:21.386454566;21.090265;21;21;264;345
26;2023-01-31T16:27:21.507690263;21.090443;21;21;264;345
27;2023-01-31T16:27:21.628935038;23.034485;21;21;264;345
28;2023-01-31T16:27:21.752108813;20.332733;21;21;264;345
29;2023-01-31T16:27:21.872607575;28.351875;21;21;264;345
30;2023-01-31T16:27:22.001131291;20.459486;21;21;264;345
31;2023-01-31T16:27:22.121735468;21.544614;21;21;264;345
32;2023-01-31T16:27:22.243472238;22.478977;21;21;264;345
33;2023-01-31T16:27:22.366108570;36.637571;21;21;264;345
34;2023-01-31T16:27:22.502990648;40.215429;21;21;264;345
35;2023-01-31T16:27:22.643365488;77.115585;21;21;264;345
36;2023-01-31T16:27:22.820611293;28.467778;21;21;264;345
37;2023-01-31T16:27:22.949242351;20.778692;21;21;264;345
38;2023-01-31T16:27:23.070213812;31.157446;21;21;264;345
39;2023-01-31T16:27:23.201509418;22.227662;21;21;264;345
40;2023-01-31T16:27:23.323969873;21.438981;21;21;264;345
41;2023-01-31T16:27:23.445588386;33.57962;21;21;264;345
42;2023-01-31T16:27:23.579309841;20.560922;21;21;264;345
43;2023-01-31T16:27:23.700014554;19.177699;21;21;264;345
44;2023-01-31T16:27:23.819335445;20.177672;21;21;264;345
45;2023-01-31T16:27:23.939652479;20.114804;21;21;264;345
46;2023-01-31T16:27:24.059936238;19.605713;21;21;264;345
47;2023-01-31T16:27:24.179709960;20.18506;21;21;264;345
48;2023-01-31T16:27:24.300061378;19.875749;21;21;264;345
49;2023-01-31T16:27:24.420094893;20.23527;21;21;264;345
